"Date";"Player";"Bet";"Chance";"Result";"Paid_ETH";"Paid_USD";"ID"
"2017-04-24 06:18:04";"Intermediate #2808";0.1;50;"won";"0.202 Eth";"$ 155.45";94
"2017-04-24 06:15:43";"Professional #2740";0.1;50;"lost";"-";"-";95
"2017-04-24 06:15:43";"Intermediate #2808";0.8;50;"won";"1.616 Eth";"$ 1,243.59";96
"2017-04-24 06:13:01";"Newbie #2809";0.21;69;"won";"0.306 Eth";"$ 235.23";97
"2017-04-24 06:11:21";"Intermediate #2808";0.4;50;"lost";"-";"-";98
"2017-04-24 06:11:21";"Professional #2740";0.1;50;"won";"0.202 Eth";"$ 155.45";99
"2017-04-24 06:10:29";"Professional #2791";2.8;75;"won";"3.746 Eth";"$ 2,882.09";100
"2017-04-24 06:09:16";"Intermediate #2808";0.2;50;"lost";"-";"-";101
"2017-04-24 06:08:20";"Newbie #2809";0.21;91;"won";"0.231 Eth";"$ 177.73";102
"2017-04-24 06:07:14";"Intermediate #2808";0.1;50;"lost";"-";"-";103
"2017-04-24 06:05:43";"Newbie #2809";0.1;87;"won";"0.115 Eth";"$ 88.57";104
"2017-04-24 06:04:35";"Newbie #2809";0.1;87;"won";"0.115 Eth";"$ 88.57";105
"2017-04-24 06:02:39";"Professional #2740";0.1;50;"won";"0.202 Eth";"$ 155.45";106
"2017-04-24 06:00:31";"Intermediate #2808";0.4;50;"won";"0.808 Eth";"$ 621.79";107
"2017-04-24 06:00:02";"Professional #2740";0.4;50;"won";"0.808 Eth";"$ 621.79";108
"2017-04-24 05:58:31";"Intermediate #2808";0.2;50;"lost";"-";"-";109
"2017-04-24 05:58:09";"Professional #2740";0.2;50;"lost";"-";"-";110
"2017-04-24 05:56:06";"Professional #2740";0.1;50;"lost";"-";"-";111
"2017-04-24 05:54:07";"Professional #2740";0.1;70;"won";"0.143 Eth";"$ 110.39";112
"2017-04-24 05:54:07";"Intermediate #2808";0.1;50;"lost";"-";"-";113
"2017-04-24 05:51:35";"Intermediate #2808";0.1;50;"won";"0.202 Eth";"$ 155.45";114
"2017-04-24 05:51:35";"Professional #2740";0.1;70;"won";"0.143 Eth";"$ 110.39";115
"2017-04-24 05:47:13";"All in #2769";6.0;75;"won";"8.027 Eth";"$ 6,175.91";116
"2017-04-24 05:46:21";"Professional #2740";0.1;70;"won";"0.143 Eth";"$ 110.39";117
"2017-04-24 05:45:40";"Intermediate #2808";0.4;50;"won";"0.808 Eth";"$ 621.79";118
"2017-04-24 05:44:43";"Professional #2740";0.1;70;"won";"0.143 Eth";"$ 110.39";119
"2017-04-24 05:43:28";"Intermediate #2808";0.2;50;"lost";"-";"-";120
"2017-04-24 05:41:50";"Professional #2740";0.1;70;"won";"0.143 Eth";"$ 110.39";121
"2017-04-24 05:40:41";"Intermediate #2808";0.1;50;"lost";"-";"-";122
"2017-04-24 05:37:15";"Intermediate #2808";0.8;50;"won";"1.616 Eth";"$ 1,243.59";123
"2017-04-24 05:36:21";"Play it safe #2680";0.5;91;"lost";"-";"-";124
"2017-04-24 05:35:46";"Intermediate #2808";0.4;50;"lost";"-";"-";125
"2017-04-24 05:33:51";"Intermediate #2808";0.2;50;"lost";"-";"-";126
"2017-04-24 05:31:53";"Professional #2747";0.19;34;"lost";"-";"-";127
"2017-04-24 05:29:28";"Intermediate #2808";0.1;50;"lost";"-";"-";128
"2017-04-24 05:28:03";"Professional #2747";0.19;75;"lost";"-";"-";129
"2017-04-24 05:28:03";"Professional #2740";0.1;70;"won";"0.143 Eth";"$ 110.39";130
"2017-04-24 05:28:03";"All in #2769";4.0;67;"won";"6.000 Eth";"$ 4,616.34";131
"2017-04-24 05:28:03";"Play it safe #2680";0.5;91;"won";"0.550 Eth";"$ 423.16";132
"2017-04-24 05:24:28";"Professional #2740";0.2;50;"won";"0.404 Eth";"$ 310.90";133
"2017-04-24 05:24:28";"Professional #2747";0.19;90;"won";"0.211 Eth";"$ 162.61";134
"2017-04-24 05:24:28";"All in #2769";2.0;50;"won";"4.041 Eth";"$ 3,108.96";135
"2017-04-24 05:23:31";"Intermediate #2808";0.1;50;"won";"0.202 Eth";"$ 155.45";136
"2017-04-24 05:21:44";"Professional #2740";0.1;71;"lost";"-";"-";137
"2017-04-24 05:20:43";"All in #2769";39.0;95;"won";"41.074 Eth";"$ 31,602.29";138
"2017-04-24 05:20:43";"Professional #2747";0.19;90;"won";"0.211 Eth";"$ 162.61";139
"2017-04-24 05:18:02";"Professional #2747";0.19;90;"won";"0.211 Eth";"$ 162.61";140
"2017-04-24 05:18:02";"Play it safe #2680";0.4;88;"won";"0.455 Eth";"$ 350.21";141
"2017-04-24 05:15:49";"Professional #2747";0.19;90;"won";"0.211 Eth";"$ 162.61";142
"2017-04-24 05:14:54";"All in #2769";8.0;80;"won";"10.025 Eth";"$ 7,713.38";143
"2017-04-24 05:14:54";"Intermediate #2808";0.1;50;"won";"0.202 Eth";"$ 155.45";144
"2017-04-24 05:13:26";"Intermediate #2733";0.1;49;"lost";"-";"-";145
"2017-04-24 05:13:26";"Professional #2747";0.19;90;"won";"0.211 Eth";"$ 162.61";146
"2017-04-24 05:12:12";"Professional #2740";0.1;71;"won";"0.141 Eth";"$ 108.81";147
"2017-04-24 05:12:12";"Play it safe #2680";0.4;88;"won";"0.455 Eth";"$ 350.21";148
"2017-04-24 05:11:27";"Intermediate #2808";0.2;50;"won";"0.404 Eth";"$ 310.90";149
"2017-04-24 05:10:07";"Professional #2747";0.19;70;"won";"0.273 Eth";"$ 209.74";150
"2017-04-24 05:08:52";"Play it safe #2680";0.2;88;"won";"0.228 Eth";"$ 175.10";151
"2017-04-24 05:08:52";"Intermediate #2808";0.1;50;"lost";"-";"-";152
"2017-04-24 05:07:29";"Intermediate #2733";0.1;75;"won";"0.134 Eth";"$ 102.93";153
"2017-04-24 05:04:32";"Intermediate #2733";0.2;85;"won";"0.236 Eth";"$ 181.36";154
"2017-04-24 05:04:32";"Play it safe #2680";0.5;94;"lost";"-";"-";155
"2017-04-24 05:04:32";"Professional #2740";0.1;50;"won";"0.202 Eth";"$ 155.45";156
"2017-04-24 05:02:28";"Professional #2747";0.19;70;"lost";"-";"-";157
"2017-04-24 05:01:48";"Intermediate #2733";0.1;41;"won";"0.248 Eth";"$ 190.42";158
"2017-04-24 05:01:48";"Intermediate #2808";0.4;50;"won";"0.808 Eth";"$ 621.79";159
"2017-04-24 05:00:40";"Professional #2793";0.5;81;"won";"0.619 Eth";"$ 476.06";160
"2017-04-24 05:00:40";"Play it safe #2680";0.5;83;"won";"0.604 Eth";"$ 464.45";161
"2017-04-24 04:59:54";"Professional #2747";0.19;95;"won";"0.200 Eth";"$ 153.96";162
"2017-04-24 04:59:28";"All in #2769";2.0;50;"lost";"-";"-";163
"2017-04-24 04:59:15";"Intermediate #2808";0.2;50;"lost";"-";"-";164
"2017-04-24 04:58:57";"Professional #2747";0.19;90;"won";"0.211 Eth";"$ 162.61";165
"2017-04-24 04:56:14";"Intermediate #2733";0.2;73;"won";"0.275 Eth";"$ 211.58";166
"2017-04-24 04:56:10";"Professional #2747";0.19;49;"won";"0.392 Eth";"$ 301.50";167
"2017-04-24 04:56:10";"Play it safe #2680";0.5;92;"won";"0.544 Eth";"$ 418.51";168
"2017-04-24 04:56:10";"Professional #2793";0.2;81;"won";"0.248 Eth";"$ 190.42";169
"2017-04-24 04:55:10";"Intermediate #2808";0.1;50;"lost";"-";"-";170
"2017-04-24 04:53:59";"All in #2769";2.05;51;"lost";"-";"-";171
"2017-04-24 04:53:01";"Intermediate #2733";0.3;59;"won";"0.512 Eth";"$ 393.98";172
"2017-04-24 04:52:46";"Play it safe #2680";0.5;92;"won";"0.544 Eth";"$ 418.51";173
"2017-04-24 04:51:09";"Professional #2747";0.1;55;"lost";"-";"-";174
"2017-04-24 04:50:18";"Intermediate #2733";0.1;49;"lost";"-";"-";175
"2017-04-24 04:49:39";"Play it safe #2680";1.0;92;"lost";"-";"-";176
"2017-04-24 04:49:39";"All in #2769";6.0;75;"won";"8.027 Eth";"$ 6,175.91";177
"2017-04-24 04:48:59";"Professional #2747";0.1;90;"won";"0.111 Eth";"$ 85.58";178
"2017-04-24 04:48:47";"Professional #2793";0.2;81;"won";"0.248 Eth";"$ 190.42";179
"2017-04-24 04:48:06";"All in #2769";1.0;51;"lost";"-";"-";180
"2017-04-24 04:47:35";"Intermediate #2733";0.1;58;"lost";"-";"-";181
"2017-04-24 04:46:29";"Professional #2747";0.1;60;"won";"0.168 Eth";"$ 129.10";182
"2017-04-24 04:45:27";"Play it safe #2680";1.0;94;"won";"1.065 Eth";"$ 819.03";183
"2017-04-24 04:43:24";"Professional #2747";0.1;94;"lost";"-";"-";184
"2017-04-24 04:42:40";"Intermediate #2733";0.1;83;"won";"0.121 Eth";"$ 92.89";185
"2017-04-24 04:41:31";"Professional #2747";0.1;67;"won";"0.150 Eth";"$ 115.41";186
"2017-04-24 04:40:50";"Intermediate #2733";0.1;35;"lost";"-";"-";187
"2017-04-24 04:39:51";"Play it safe #2680";1.0;94;"won";"1.065 Eth";"$ 819.03";188
"2017-04-24 04:39:35";"All in #2769";3.0;75;"won";"4.014 Eth";"$ 3,087.96";189
"2017-04-24 04:38:12";"Intermediate #2733";0.2;65;"won";"0.309 Eth";"$ 238.03";190
"2017-04-24 04:38:12";"Intermediate #2808";0.1;50;"won";"0.202 Eth";"$ 155.45";191
"2017-04-24 04:37:11";"All in #2769";2.0;67;"lost";"-";"-";192
"2017-04-24 04:36:05";"Professional #2747";0.1;90;"won";"0.111 Eth";"$ 85.58";193
"2017-04-24 04:36:05";"Play it safe #2680";1.0;92;"won";"1.088 Eth";"$ 837.03";194
"2017-04-24 04:34:21";"Intermediate #2733";0.2;49;"lost";"-";"-";195
"2017-04-24 04:34:04";"Professional #2747";0.1;90;"won";"0.111 Eth";"$ 85.58";196
"2017-04-24 04:33:31";"Intermediate #2808";0.2;50;"won";"0.404 Eth";"$ 310.90";197
"2017-04-24 04:33:22";"Professional #2793";0.5;81;"won";"0.619 Eth";"$ 476.06";198
"2017-04-24 04:33:22";"Play it safe #2680";1.0;92;"won";"1.088 Eth";"$ 837.03";199
"2017-04-24 04:31:10";"Intermediate #2733";0.1;89;"won";"0.113 Eth";"$ 86.56";200
"2017-04-24 04:28:44";"Professional #2747";0.1;90;"won";"0.111 Eth";"$ 85.58";201
"2017-04-24 04:28:33";"Intermediate #2733";0.12;91;"won";"0.132 Eth";"$ 101.56";202
"2017-04-24 04:28:05";"Play it safe #2680";1.0;96;"won";"1.042 Eth";"$ 801.79";203
"2017-04-24 04:26:28";"Intermediate #2733";0.12;60;"won";"0.201 Eth";"$ 154.92";204
"2017-04-24 04:25:56";"Play it safe #2680";1.0;96;"won";"1.042 Eth";"$ 801.79";205
"2017-04-24 04:25:31";"Intermediate #2808";0.1;50;"lost";"-";"-";206
"2017-04-24 04:24:24";"Intermediate #2808";0.1;50;"won";"0.202 Eth";"$ 155.45";207
"2017-04-24 04:23:17";"Intermediate #2733";0.1;49;"won";"0.206 Eth";"$ 158.69";208
"2017-04-24 04:22:34";"All in #2769";2.1;51;"won";"4.158 Eth";"$ 3,199.12";209
"2017-04-24 04:22:04";"Professional #2747";0.1;90;"won";"0.111 Eth";"$ 85.58";210
"2017-04-24 04:21:22";"Intermediate #2808";0.2;50;"won";"0.404 Eth";"$ 310.90";211
"2017-04-24 04:20:27";"Play it safe #2680";1.0;96;"won";"1.042 Eth";"$ 801.79";212
"2017-04-24 04:20:27";"Intermediate #2733";0.1;50;"lost";"-";"-";213
"2017-04-24 04:20:27";"Intermediate #2795";2.0;49;"won";"4.125 Eth";"$ 3,173.73";214
"2017-04-24 04:19:20";"Professional #2747";0.1;90;"won";"0.111 Eth";"$ 85.58";215
"2017-04-24 04:18:11";"Intermediate #2733";0.2;89;"won";"0.225 Eth";"$ 173.11";216
"2017-04-24 04:14:59";"Play it safe #2680";1.0;96;"won";"1.042 Eth";"$ 801.79";217
"2017-04-24 04:14:19";"All in #2769";1.09;53;"lost";"-";"-";218
"2017-04-24 04:13:48";"Intermediate #2808";0.1;50;"lost";"-";"-";219
"2017-04-24 04:12:54";"Play it safe #2680";1.0;96;"won";"1.042 Eth";"$ 801.79";220
"2017-04-24 04:09:28";"Play it safe #2680";1.0;96;"won";"1.042 Eth";"$ 801.79";221
"2017-04-24 04:06:31";"All in #2769";1.1;51;"won";"2.178 Eth";"$ 1,675.73";222
"2017-04-24 04:04:58";"Play it safe #2680";1.0;93;"won";"1.076 Eth";"$ 827.93";223
"2017-04-24 03:58:57";"Play it safe #2680";1.0;95;"won";"1.053 Eth";"$ 810.32";224
"2017-04-24 03:55:55";"Play it safe #2680";1.0;95;"won";"1.053 Eth";"$ 810.32";225
"2017-04-24 03:49:14";"Intermediate #2808";0.4;50;"won";"0.808 Eth";"$ 621.79";226
"2017-04-24 03:48:57";"Professional #2791";1.0;82;"lost";"-";"-";227
"2017-04-24 03:46:13";"Play it safe #2680";1.0;95;"lost";"-";"-";228
"2017-04-24 03:43:09";"Intermediate #2808";0.2;50;"lost";"-";"-";229
"2017-04-24 03:41:44";"Play it safe #2680";0.88;93;"won";"0.947 Eth";"$ 728.58";230
"2017-04-24 03:39:41";"Intermediate #2807";0.1;91;"won";"0.110 Eth";"$ 84.63";231
"2017-04-24 03:39:11";"Intermediate #2808";0.1;50;"lost";"-";"-";232
"2017-04-24 03:39:11";"Play it safe #2680";0.88;93;"won";"0.947 Eth";"$ 728.58";233
"2017-04-24 03:36:20";"Intermediate #2808";0.4;50;"won";"0.808 Eth";"$ 621.79";234
"2017-04-24 03:34:58";"Intermediate #2808";0.2;50;"lost";"-";"-";235
"2017-04-24 03:33:19";"Play it safe #2680";1.0;91;"lost";"-";"-";236
"2017-04-24 03:29:35";"Play it safe #2680";1.0;91;"won";"1.100 Eth";"$ 846.33";237
"2017-04-24 03:29:35";"Intermediate #2808";0.1;50;"lost";"-";"-";238
"2017-04-24 03:27:25";"Play it safe #2680";1.0;93;"won";"1.076 Eth";"$ 827.93";239
"2017-04-24 03:24:59";"Intermediate #2808";0.1;50;"won";"0.202 Eth";"$ 155.45";240
"2017-04-24 03:21:08";"Play it safe #2680";1.5;94;"won";"1.597 Eth";"$ 1,228.54";241
"2017-04-24 03:18:43";"Intermediate #2808";0.1;50;"won";"0.202 Eth";"$ 155.45";242
"2017-04-24 03:17:05";"Intermediate #2808";0.1;50;"won";"0.202 Eth";"$ 155.45";243
"2017-04-24 03:11:08";"Play it safe #2680";1.4;95;"won";"1.474 Eth";"$ 1,134.44";244
"2017-04-24 03:08:25";"Play it safe #2680";1.4;95;"won";"1.474 Eth";"$ 1,134.44";245
"2017-04-24 03:06:08";"Play it safe #2680";1.0;95;"won";"1.053 Eth";"$ 810.32";246
"2017-04-24 03:02:08";"Play it safe #2680";1.0;95;"won";"1.053 Eth";"$ 810.32";247
"2017-04-24 02:59:40";"Play it safe #2680";1.0;91;"won";"1.100 Eth";"$ 846.33";248
"2017-04-24 02:56:56";"Play it safe #2680";1.0;91;"won";"1.100 Eth";"$ 846.33";249
"2017-04-24 02:50:02";"Intermediate #2734";2.0;74;"won";"2.712 Eth";"$ 2,086.84";250
"2017-04-24 02:47:12";"Play it safe #2680";1.0;91;"won";"1.100 Eth";"$ 846.33";251
"2017-04-24 02:44:29";"Play it safe #2680";2.0;96;"won";"2.084 Eth";"$ 1,603.57";252
"2017-04-24 02:42:01";"Intermediate #2766";0.5;83;"won";"0.604 Eth";"$ 464.45";253
"2017-04-24 02:42:01";"Play it safe #2680";2.0;90;"lost";"-";"-";254
"2017-04-24 02:36:20";"Play it safe #2680";2.0;96;"won";"2.084 Eth";"$ 1,603.57";255
"2017-04-24 02:32:20";"Play it safe #2680";2.0;92;"won";"2.176 Eth";"$ 1,674.06";256
"2017-04-24 02:26:29";"Play it safe #2680";3.2;97;"won";"3.300 Eth";"$ 2,538.99";257
"2017-04-24 02:22:31";"Play it safe #2680";3.2;97;"won";"3.300 Eth";"$ 2,538.99";258
"2017-04-24 02:20:16";"Play it safe #2680";3.0;97;"won";"3.094 Eth";"$ 2,380.30";259
"2017-04-24 02:16:44";"Play it safe #2680";3.0;97;"won";"3.094 Eth";"$ 2,380.30";260
"2017-04-24 02:11:56";"Play it safe #2680";3.0;97;"won";"3.094 Eth";"$ 2,380.30";261
"2017-04-24 02:10:13";"Play it safe #2680";2.0;97;"won";"2.063 Eth";"$ 1,586.87";262
"2017-04-24 02:08:33";"Play it safe #2680";2.0;97;"won";"2.063 Eth";"$ 1,586.87";263
"2017-04-24 02:05:14";"Play it safe #2680";2.5;97;"won";"2.578 Eth";"$ 1,983.58";264
"2017-04-24 02:03:50";"All in #2769";2.0;69;"won";"2.912 Eth";"$ 2,240.28";265
"2017-04-24 02:01:59";"Play it safe #2680";2.5;97;"won";"2.578 Eth";"$ 1,983.58";266
"2017-04-24 01:57:49";"Play it safe #2680";2.5;97;"won";"2.578 Eth";"$ 1,983.58";267
"2017-04-24 01:57:11";"Intermediate #2807";0.5;81;"won";"0.619 Eth";"$ 476.06";268
"2017-04-24 01:55:16";"Play it safe #2680";2.5;97;"won";"2.578 Eth";"$ 1,983.58";269
"2017-04-24 01:54:30";"Intermediate #2807";0.1;81;"won";"0.124 Eth";"$ 95.21";270
"2017-04-24 01:52:21";"Play it safe #2680";2.4;97;"won";"2.475 Eth";"$ 1,904.24";271
"2017-04-24 01:50:42";"Play it safe #2680";2.4;97;"won";"2.475 Eth";"$ 1,904.24";272
"2017-04-24 01:46:30";"Play it safe #2680";2.4;96;"won";"2.501 Eth";"$ 1,924.28";273
"2017-04-24 01:46:06";"All in #2769";1.1;51;"won";"2.178 Eth";"$ 1,675.73";274
"2017-04-24 01:44:24";"Play it safe #2680";2.4;96;"won";"2.501 Eth";"$ 1,924.28";275
"2017-04-24 01:42:09";"Play it safe #2680";2.0;96;"won";"2.084 Eth";"$ 1,603.57";276
"2017-04-24 01:39:12";"Play it safe #2680";2.0;96;"won";"2.084 Eth";"$ 1,603.57";277
"2017-04-24 01:37:45";"Play it safe #2680";1.0;91;"won";"1.100 Eth";"$ 846.33";278
"2017-04-24 01:30:52";"All in #2769";5.37;89;"won";"6.041 Eth";"$ 4,648.08";279
"2017-04-24 01:29:06";"Play it safe #2680";1.0;95;"won";"1.053 Eth";"$ 810.32";280
"2017-04-24 01:27:02";"Play it safe #2680";1.0;92;"won";"1.088 Eth";"$ 837.03";281
"2017-04-24 01:25:25";"All in #2769";4.38;69;"won";"6.377 Eth";"$ 4,906.22";282
"2017-04-24 01:21:56";"Play it safe #2680";1.0;92;"won";"1.088 Eth";"$ 837.03";283
"2017-04-24 01:15:32";"All in #2769";3.37;63;"won";"5.381 Eth";"$ 4,140.19";284
"2017-04-24 01:08:08";"Play it safe #2680";1.0;96;"won";"1.042 Eth";"$ 801.79";285
"2017-04-24 01:05:07";"All in #2769";2.35;70;"won";"3.372 Eth";"$ 2,594.18";286
