"Date";"Player";"Bet";"Chance";"Result";"Paid_ETH";"Paid_USD";"ID"
"2017-12-12 03:04:15";"One in a million #4664";1.0;16;"lost";"-";"-";35
"2017-12-12 03:00:46";"One in a million #4664";1.0;21;"lost";"-";"-";36
"2017-12-12 02:58:19";"Legend #5650";1.0;75;"won";"1.338 Eth";"$ 1,030.15";37
"2017-12-12 02:57:05";"One in a million #4664";0.5;6;"lost";"-";"-";38
"2017-12-12 02:49:49";"Legend #5650";1.0;74;"won";"1.356 Eth";"$ 1,044.26";39
"2017-12-12 02:47:58";"Newbie #5754";2.0;51;"lost";"-";"-";40
"2017-12-12 02:45:28";"One in a million #4664";0.5;32;"lost";"-";"-";41
"2017-12-12 02:44:48";"Newbie #5823";0.1;51;"unresolved";"-";"-";42
"2017-12-12 02:43:18";"Newbie #5754";1.0;51;"lost";"-";"-";43
"2017-12-12 02:42:24";"One in a million #4664";0.5;76;"lost";"-";"-";44
"2017-12-12 02:37:14";"Legend #5650";1.0;78;"won";"1.286 Eth";"$ 990.01";45
"2017-12-12 02:37:14";"One in a million #4664";0.5;46;"unresolved";"-";"-";46
"2017-12-12 02:35:49";"Legend #4523";0.33;69;"won";"0.480 Eth";"$ 369.94";47
"2017-12-12 02:35:49";"Legend #3171";0.1;89;"unresolved";"-";"-";48
"2017-12-12 02:31:05";"Legend #4523";0.25;68;"won";"0.369 Eth";"$ 284.44";49
"2017-12-12 02:30:51";"Newbie #5823";0.1;51;"lost";"-";"-";50
"2017-12-12 02:30:32";"One in a million #4664";0.5;46;"won";"1.100 Eth";"$ 847.01";51
"2017-12-12 02:29:37";"Professional #5558";1.5;82;"won";"1.833 Eth";"$ 1,411.69";52
"2017-12-12 02:28:04";"Legend #4523";0.33;71;"lost";"-";"-";53
"2017-12-12 02:24:56";"Newbie #5754";2.0;49;"lost";"-";"-";54
"2017-12-12 02:24:56";"Professional #5796";0.2;63;"unresolved";"-";"-";55
"2017-12-12 02:21:42";"Professional #5796";0.2;51;"lost";"-";"-";56
"2017-12-12 02:19:57";"Newbie #5754";1.0;48;"lost";"-";"-";57
"2017-12-12 02:18:10";"Professional #5796";0.1;49;"won";"0.206 Eth";"$ 158.81";58
"2017-12-12 02:15:55";"Professional #5558";1.5;83;"won";"1.811 Eth";"$ 1,394.47";59
"2017-12-12 02:15:24";"Legend #5650";0.5;76;"won";"0.660 Eth";"$ 508.21";60
"2017-12-12 02:15:24";"Legend #5650";0.5;76;"unresolved";"-";"-";61
"2017-12-12 02:15:07";"Legend #3171";0.5;83;"lost";"-";"-";62
"2017-12-12 02:13:35";"Newbie #5754";1.0;49;"lost";"-";"-";63
"2017-12-12 02:13:04";"Professional #5558";0.1;83;"lost";"-";"-";64
"2017-12-12 02:10:21";"Professional #5796";0.1;47;"won";"0.215 Eth";"$ 165.72";65
"2017-12-12 02:10:21";"Professional #5558";0.1;82;"won";"0.122 Eth";"$ 94.11";66
"2017-12-12 02:08:18";"Professional #5558";0.1;83;"won";"0.121 Eth";"$ 92.96";67
"2017-12-12 02:07:54";"Professional #5796";0.1;59;"won";"0.171 Eth";"$ 131.43";68
"2017-12-12 02:07:29";"Legend #3171";0.3;78;"won";"0.386 Eth";"$ 297.00";69
"2017-12-12 02:07:29";"Legend #5650";1.0;78;"won";"1.286 Eth";"$ 990.01";70
"2017-12-12 02:06:22";"Legend #4444";2.965;98;"won";"3.026 Eth";"$ 2,330.15";71
"2017-12-12 02:05:40";"Professional #5558";0.1;83;"won";"0.121 Eth";"$ 92.96";72
"2017-12-12 02:04:59";"Professional #5796";0.1;65;"won";"0.155 Eth";"$ 119.11";73
"2017-12-12 02:01:22";"Legend #3171";0.1;88;"won";"0.114 Eth";"$ 87.62";74
"2017-12-12 02:01:12";"Legend #5650";1.0;91;"won";"1.100 Eth";"$ 847.01";75
"2017-12-12 01:57:55";"Professional #5558";2.0;75;"won";"2.676 Eth";"$ 2,060.30";76
"2017-12-12 01:56:20";"Professional #5558";2.0;62;"won";"3.246 Eth";"$ 2,499.38";77
"2017-12-12 01:51:13";"Professional #5558";1.5;82;"lost";"-";"-";78
"2017-12-12 01:40:54";"Intermediate #5819";0.25;86;"lost";"-";"-";79
"2017-12-12 01:39:24";"Legend #4444";4.567;92;"won";"4.968 Eth";"$ 3,825.79";80
"2017-12-12 01:38:29";"One in a million #4664";0.3;6;"lost";"-";"-";81
"2017-12-12 01:36:32";"One in a million #4664";0.1;32;"lost";"-";"-";82
"2017-12-12 01:35:17";"Legend #4444";0.745;48;"won";"1.569 Eth";"$ 1,208.34";83
"2017-12-12 01:33:40";"One in a million #4664";0.1;44;"won";"0.230 Eth";"$ 177.28";84
"2017-12-12 01:32:40";"Intermediate #5819";0.21;84;"won";"0.250 Eth";"$ 192.87";85
"2017-12-12 01:31:45";"One in a million #4664";0.1;23;"lost";"-";"-";86
"2017-12-12 01:23:05";"One in a million #4664";0.5;4;"lost";"-";"-";87
"2017-12-12 01:21:00";"Intermediate #5819";0.2;91;"won";"0.220 Eth";"$ 169.40";88
"2017-12-12 01:20:28";"Legend #4444";0.25;52;"unresolved";"-";"-";89
"2017-12-12 01:20:15";"One in a million #4664";1.0;4;"lost";"-";"-";90
"2017-12-12 01:18:40";"One in a million #4664";1.0;15;"lost";"-";"-";91
"2017-12-12 01:15:05";"One in a million #4664";1.0;31;"lost";"-";"-";92
"2017-12-12 01:13:16";"One in a million #4664";1.0;31;"lost";"-";"-";93
"2017-12-12 01:10:47";"One in a million #4664";0.5;6;"lost";"-";"-";94
"2017-12-12 01:08:20";"One in a million #4664";0.5;10;"lost";"-";"-";95
"2017-12-12 01:05:01";"Intermediate #5819";0.17;88;"won";"0.193 Eth";"$ 148.96";96
"2017-12-12 01:04:32";"One in a million #4664";1.0;4;"lost";"-";"-";97
"2017-12-12 00:59:01";"One in a million #4664";1.0;4;"lost";"-";"-";98
"2017-12-12 00:57:12";"One in a million #4664";1.0;4;"lost";"-";"-";99
"2017-12-12 00:57:12";"Intermediate #5819";0.1;90;"won";"0.111 Eth";"$ 85.65";100
"2017-12-12 00:54:26";"Lucky #5822";0.1;50;"lost";"-";"-";101
"2017-12-12 00:52:35";"Intermediate #5819";0.35;91;"lost";"-";"-";102
"2017-12-12 00:52:11";"Intermediate #5679";0.75;51;"won";"1.485 Eth";"$ 1,143.46";103
"2017-12-12 00:52:11";"Intermediate #5679";0.75;51;"won";"1.485 Eth";"$ 1,143.46";104
"2017-12-12 00:51:32";"Legend #5650";2.0;78;"won";"2.571 Eth";"$ 1,980.03";105
"2017-12-12 00:37:27";"Intermediate #5679";0.5;51;"lost";"-";"-";106
"2017-12-12 00:37:20";"Intermediate #5819";0.35;91;"won";"0.385 Eth";"$ 296.45";107
"2017-12-12 00:36:38";"Newbie #5715";0.182;81;"won";"0.225 Eth";"$ 173.43";108
"2017-12-12 00:36:38";"Newbie #5705";0.1;51;"lost";"-";"-";109
"2017-12-12 00:27:19";"Intermediate #5819";0.35;91;"won";"0.385 Eth";"$ 296.45";110
"2017-12-12 00:25:11";"Legend #5650";1.0;89;"won";"1.125 Eth";"$ 866.26";111
"2017-12-12 00:21:02";"Intermediate #5819";0.35;91;"won";"0.385 Eth";"$ 296.45";112
"2017-12-12 00:16:24";"Lucky #5822";0.1;61;"won";"0.165 Eth";"$ 127.05";113
"2017-12-12 00:15:09";"Intermediate #5819";0.35;91;"won";"0.385 Eth";"$ 296.45";114
"2017-12-12 00:10:56";"One in a million #4664";1.0;41;"won";"2.475 Eth";"$ 1,905.77";115
"2017-12-12 00:08:40";"One in a million #4664";1.0;7;"lost";"-";"-";116
"2017-12-12 00:07:20";"Intermediate #5819";0.35;91;"won";"0.385 Eth";"$ 296.45";117
"2017-12-12 00:05:50";"One in a million #4664";1.0;87;"won";"1.151 Eth";"$ 886.41";118
"2017-12-12 00:04:53";"Lucky #5822";0.1;61;"won";"0.165 Eth";"$ 127.05";119
"2017-12-12 00:04:32";"Legend #5650";1.0;87;"won";"1.151 Eth";"$ 886.41";120
"2017-12-12 00:04:32";"Legend #3171";0.5;93;"unresolved";"-";"-";121
"2017-12-12 00:03:27";"One in a million #4664";1.0;75;"won";"1.338 Eth";"$ 1,030.15";122
"2017-12-12 00:01:41";"One in a million #4664";1.0;7;"lost";"-";"-";123
"2017-12-12 00:01:32";"Legend #3171";0.5;90;"lost";"-";"-";124
"2017-12-12 00:00:39";"Legend #5650";0.5;93;"won";"0.538 Eth";"$ 414.30";125
"2017-12-12 00:00:39";"Intermediate #5819";0.35;91;"won";"0.385 Eth";"$ 296.45";126
"2017-12-11 23:59:24";"One in a million #4664";1.0;7;"lost";"-";"-";127
"2017-12-11 23:57:58";"One in a million #4664";1.0;9;"lost";"-";"-";128
"2017-12-11 23:57:15";"Newbie #5821";0.1;39;"won";"0.261 Eth";"$ 200.61";129
"2017-12-11 23:55:34";"One in a million #4664";1.0;32;"lost";"-";"-";130
"2017-12-11 23:54:41";"Legend #4180";0.5;56;"won";"0.900 Eth";"$ 693.01";131
"2017-12-11 23:52:51";"Intermediate #5819";0.3;91;"won";"0.330 Eth";"$ 254.10";132
"2017-12-11 23:50:33";"Newbie #5820";0.1;46;"won";"0.220 Eth";"$ 169.40";133
"2017-12-11 23:47:04";"Legend #3171";0.5;75;"lost";"-";"-";134
"2017-12-11 23:46:34";"Legend #5650";3.0;75;"lost";"-";"-";135
"2017-12-11 23:46:10";"One in a million #4664";1.0;4;"lost";"-";"-";136
"2017-12-11 23:43:57";"One in a million #4664";1.0;4;"lost";"-";"-";137
"2017-12-11 23:39:50";"Intermediate #5819";0.29;91;"won";"0.319 Eth";"$ 245.63";138
"2017-12-11 23:38:25";"One in a million #4664";1.0;10;"lost";"-";"-";139
"2017-12-11 23:37:16";"Legend #3171";1.0;85;"won";"1.179 Eth";"$ 907.51";140
"2017-12-11 23:37:05";"Legend #5650";1.0;91;"won";"1.100 Eth";"$ 847.01";141
"2017-12-11 23:34:48";"Legend #3171";1.0;79;"won";"1.269 Eth";"$ 977.32";142
"2017-12-11 23:34:30";"One in a million #4664";1.0;12;"lost";"-";"-";143
"2017-12-11 23:33:50";"Intermediate #5819";0.25;91;"won";"0.275 Eth";"$ 211.75";144
"2017-12-11 23:29:51";"Intermediate #5819";0.2;91;"won";"0.220 Eth";"$ 169.40";145
"2017-12-11 23:26:42";"Professional #5691";0.1;20;"lost";"-";"-";146
"2017-12-11 23:25:19";"Legend #4180";0.25;67;"lost";"-";"-";147
"2017-12-11 23:22:57";"Professional #5691";0.1;10;"lost";"-";"-";148
"2017-12-11 23:22:17";"Intermediate #5819";0.3;91;"lost";"-";"-";149
"2017-12-11 23:19:09";"Professional #5691";0.1;48;"won";"0.211 Eth";"$ 162.19";150
"2017-12-11 23:13:46";"Professional #5691";0.1;11;"lost";"-";"-";151
"2017-12-11 23:12:10";"Professional #5691";0.1;10;"lost";"-";"-";152
"2017-12-11 23:09:31";"One in a million #4664";1.0;4;"unresolved";"-";"-";153
"2017-12-11 23:09:31";"Professional #5691";0.1;33;"lost";"-";"-";154
"2017-12-11 23:07:47";"Professional #5691";0.1;50;"lost";"-";"-";155
"2017-12-11 23:07:35";"One in a million #4664";1.0;5;"lost";"-";"-";156
"2017-12-11 23:06:07";"One in a million #4664";1.0;10;"lost";"-";"-";157
"2017-12-11 23:04:23";"Intermediate #5661";3.0;91;"won";"3.300 Eth";"$ 2,541.03";158
"2017-12-11 23:04:03";"One in a million #4664";2.0;10;"lost";"-";"-";159
"2017-12-11 23:01:03";"One in a million #4664";1.0;10;"lost";"-";"-";160
"2017-12-11 22:54:03";"One in a million #4664";1.0;5;"lost";"-";"-";161
"2017-12-11 22:53:14";"Legend #5650";2.0;81;"won";"2.475 Eth";"$ 1,905.77";162
"2017-12-11 22:49:33";"One in a million #4664";1.0;6;"lost";"-";"-";163
"2017-12-11 22:47:38";"One in a million #4664";1.0;10;"lost";"-";"-";164
"2017-12-11 22:45:36";"Lucky #5759";0.1;51;"won";"0.198 Eth";"$ 152.46";165
"2017-12-11 22:45:07";"One in a million #4664";1.0;5;"lost";"-";"-";166
"2017-12-11 22:44:21";"Professional #4756";0.1;63;"won";"0.160 Eth";"$ 122.95";167
"2017-12-11 22:43:44";"Newbie #5762";0.1;85;"won";"0.118 Eth";"$ 90.75";168
"2017-12-11 22:42:17";"One in a million #4664";2.0;8;"lost";"-";"-";169
"2017-12-11 22:38:57";"Legend #3171";0.5;82;"won";"0.611 Eth";"$ 470.56";170
"2017-12-11 22:38:39";"One in a million #4664";2.0;12;"lost";"-";"-";171
"2017-12-11 22:37:10";"Intermediate #5679";0.34;51;"won";"0.673 Eth";"$ 518.37";172
"2017-12-11 22:35:16";"Legend #3171";0.5;80;"lost";"-";"-";173
"2017-12-11 22:34:32";"One in a million #4664";2.0;10;"lost";"-";"-";174
"2017-12-11 22:34:06";"Intermediate #5679";0.3;51;"lost";"-";"-";175
"2017-12-11 22:30:54";"Legend #4180";0.75;60;"won";"1.258 Eth";"$ 969.04";176
"2017-12-11 22:30:42";"One in a million #4664";3.0;15;"lost";"-";"-";177
"2017-12-11 22:29:14";"Legend #3171";1.0;80;"won";"1.253 Eth";"$ 964.95";178
"2017-12-11 22:28:23";"One in a million #4664";1.0;50;"lost";"-";"-";179
"2017-12-11 22:25:10";"Legend #5650";0.5;91;"won";"0.550 Eth";"$ 423.51";180
"2017-12-11 22:24:31";"Legend #3171";1.0;90;"won";"1.112 Eth";"$ 856.53";181
"2017-12-11 22:21:08";"One in a million #4664";1.0;16;"unresolved";"-";"-";182
"2017-12-11 22:19:27";"Newbie #5784";0.2;51;"lost";"-";"-";183
"2017-12-11 22:08:03";"Legend #5650";0.5;97;"won";"0.516 Eth";"$ 397.04";184
"2017-12-11 22:07:32";"Legend #3171";0.1;75;"lost";"-";"-";185
"2017-12-11 22:07:32";"Professional #5698";1.8;58;"lost";"-";"-";186
"2017-12-11 22:07:32";"One in a million #4664";1.0;4;"won";"33.000 Eth";"$ 25,410.33";187
"2017-12-11 22:04:44";"Newbie #5784";0.5;51;"lost";"-";"-";188
"2017-12-11 22:01:07";"Legend #4064";0.35;80;"lost";"-";"-";189
"2017-12-11 22:01:07";"One in a million #4664";1.0;4;"lost";"-";"-";190
"2017-12-11 21:57:48";"Professional #5698";0.9;51;"won";"1.782 Eth";"$ 1,372.16";191
"2017-12-11 21:51:10";"Legend #3171";0.1;75;"won";"0.134 Eth";"$ 103.01";192
"2017-12-11 21:49:33";"Legend #5650";1.0;75;"lost";"-";"-";193
"2017-12-11 21:47:26";"Professional #5698";1.0;51;"lost";"-";"-";194
"2017-12-11 21:45:22";"Intermediate #5661";3.0;81;"won";"3.713 Eth";"$ 2,858.66";195
"2017-12-11 21:45:19";"Intermediate #5819";0.3;91;"won";"0.330 Eth";"$ 254.10";196
"2017-12-11 21:42:33";"One in a million #4664";1.0;10;"lost";"-";"-";197
"2017-12-11 21:38:41";"Professional #5698";1.0;51;"lost";"-";"-";198
"2017-12-11 21:37:46";"Legend #5650";3.0;75;"won";"4.014 Eth";"$ 3,090.45";199
"2017-12-11 21:37:23";"Legend #4498";0.25;50;"lost";"-";"-";200
"2017-12-11 21:36:45";"Legend #4180";0.38;51;"won";"0.752 Eth";"$ 579.36";201
"2017-12-11 21:36:15";"Legend #4498";0.25;5;"won";"6.188 Eth";"$ 4,764.44";202
"2017-12-11 21:34:23";"Legend #3171";0.1;75;"won";"0.134 Eth";"$ 103.01";203
"2017-12-11 21:30:56";"Legend #5650";0.1;76;"won";"0.132 Eth";"$ 101.64";204
"2017-12-11 21:30:16";"Professional #5698";0.5;51;"lost";"-";"-";205
"2017-12-11 21:26:25";"Legend #4498";0.25;50;"won";"0.505 Eth";"$ 388.93";206
"2017-12-11 21:25:03";"Legend #4498";0.25;10;"lost";"-";"-";207
"2017-12-11 21:08:20";"Intermediate #5661";2.0;83;"won";"2.415 Eth";"$ 1,859.29";208
"2017-12-11 21:08:20";"Legend #5650";0.5;74;"lost";"-";"-";209
"2017-12-11 21:07:48";"One in a million #4664";1.0;4;"lost";"-";"-";210
"2017-12-11 21:06:59";"Professional #5558";1.5;82;"won";"1.833 Eth";"$ 1,411.69";211
"2017-12-11 21:01:03";"One in a million #4664";1.0;5;"lost";"-";"-";212
"2017-12-11 21:00:41";"Legend #4498";0.25;5;"lost";"-";"-";213
"2017-12-11 20:59:57";"Professional #5558";2.0;67;"won";"3.000 Eth";"$ 2,310.03";214
"2017-12-11 20:59:57";"Legend #4498";0.25;50;"won";"0.505 Eth";"$ 388.93";215
"2017-12-11 20:55:32";"Intermediate #5661";2.0;83;"won";"2.415 Eth";"$ 1,859.29";216
"2017-12-11 20:47:03";"Professional #5558";1.5;82;"lost";"-";"-";217
"2017-12-11 20:44:58";"Legend #4498";0.25;50;"won";"0.505 Eth";"$ 388.93";218
"2017-12-11 20:44:00";"Legend #4498";0.25;4;"lost";"-";"-";219
"2017-12-11 20:40:15";"Legend #4064";0.4;80;"won";"0.501 Eth";"$ 385.98";220
"2017-12-11 20:36:31";"Professional #5558";1.5;82;"won";"1.833 Eth";"$ 1,411.69";221
"2017-12-11 20:31:22";"Legend #4498";0.18;3;"lost";"-";"-";222
"2017-12-11 20:31:22";"Legend #4064";0.1;80;"won";"0.125 Eth";"$ 96.49";223
"2017-12-11 20:30:13";"Legend #4180";0.5;62;"lost";"-";"-";224
"2017-12-11 20:29:30";"Legend #4498";0.3;14;"lost";"-";"-";225
"2017-12-11 20:28:59";"Professional #5558";2.0;70;"won";"2.870 Eth";"$ 2,209.59";226
"2017-12-11 20:27:24";"Legend #4498";1.0;50;"won";"2.020 Eth";"$ 1,555.73";227
"2017-12-11 20:26:58";"Professional #5698";0.5;51;"won";"0.990 Eth";"$ 762.31";228
"2017-12-11 20:25:52";"Professional #5698";0.1;51;"won";"0.198 Eth";"$ 152.46";229
"2017-12-11 20:21:16";"Professional #5558";1.5;82;"lost";"-";"-";230
"2017-12-11 20:18:17";"Legend #4498";0.19;20;"lost";"-";"-";231
"2017-12-11 20:10:33";"Legend #4498";0.29;50;"lost";"-";"-";232
"2017-12-11 20:09:55";"Professional #5698";0.1;51;"lost";"-";"-";233
"2017-12-11 20:08:52";"Legend #4498";0.1;10;"lost";"-";"-";234
"2017-12-11 20:07:49";"Legend #5650";1.0;74;"won";"1.356 Eth";"$ 1,044.26";235
"2017-12-11 20:06:48";"Legend #5573";0.1;91;"won";"0.110 Eth";"$ 84.70";236
"2017-12-11 20:06:26";"Intermediate #4450";0.1;77;"unresolved";"-";"-";237
"2017-12-11 20:04:36";"Legend #4498";0.297;50;"won";"0.600 Eth";"$ 462.05";238
"2017-12-11 20:02:43";"Legend #5573";0.1;91;"won";"0.110 Eth";"$ 84.70";239
"2017-12-11 20:00:46";"Legend #4498";0.1;5;"lost";"-";"-";240
"2017-12-11 19:57:42";"Legend #5650";0.8;75;"won";"1.070 Eth";"$ 824.12";241
"2017-12-11 19:51:25";"Professional #5698";0.1;44;"won";"0.230 Eth";"$ 177.28";242
"2017-12-11 19:51:25";"Legend #5573";0.1;90;"won";"0.111 Eth";"$ 85.65";243
"2017-12-11 19:40:42";"Professional #5698";0.5;51;"won";"0.990 Eth";"$ 762.31";244
"2017-12-11 19:38:45";"Legend #4498";0.1;17;"lost";"-";"-";245
"2017-12-11 19:36:58";"Newbie #5818";0.2;81;"unresolved";"-";"-";246
"2017-12-11 19:35:35";"Legend #5650";0.5;75;"won";"0.669 Eth";"$ 515.07";247
"2017-12-11 19:34:20";"Legend #5573";0.1;95;"won";"0.105 Eth";"$ 81.10";248
"2017-12-11 19:27:43";"Newbie #5818";1.297;89;"won";"1.459 Eth";"$ 1,123.54";249
"2017-12-11 19:27:43";"Professional #5698";1.2;51;"won";"2.376 Eth";"$ 1,829.54";250
"2017-12-11 19:22:33";"Legend #3171";0.5;75;"won";"0.669 Eth";"$ 515.07";251
"2017-12-11 19:21:52";"Newbie #5818";1.0;87;"won";"1.151 Eth";"$ 886.41";252
"2017-12-11 19:20:57";"One in a million #4664";1.0;4;"lost";"-";"-";253
"2017-12-11 19:19:39";"Legend #5650";2.0;74;"won";"2.712 Eth";"$ 2,088.52";254
"2017-12-11 19:19:14";"Professional #5698";1.0;51;"lost";"-";"-";255
"2017-12-11 19:12:32";"Professional #5698";0.5;51;"lost";"-";"-";256
"2017-12-11 19:12:26";"Professional #5698";0.1;51;"lost";"-";"-";257
"2017-12-11 19:09:20";"Legend #5573";0.1;96;"won";"0.104 Eth";"$ 80.24";258
"2017-12-11 19:08:25";"Legend #4498";0.5;10;"lost";"-";"-";259
"2017-12-11 19:07:57";"Newbie #5818";1.24;80;"won";"1.554 Eth";"$ 1,196.54";260
"2017-12-11 19:07:15";"Legend #4498";1.0;50;"won";"2.020 Eth";"$ 1,555.73";261
"2017-12-11 19:02:55";"Professional #5698";0.1;51;"won";"0.198 Eth";"$ 152.46";262
"2017-12-11 19:01:23";"Legend #3171";0.1;75;"won";"0.134 Eth";"$ 103.01";263
"2017-12-11 18:57:18";"Legend #5573";0.1;91;"won";"0.110 Eth";"$ 84.70";264
"2017-12-11 18:57:18";"Legend #5650";3.0;75;"won";"4.014 Eth";"$ 3,090.45";265
"2017-12-11 18:55:28";"Newbie #5818";0.16;67;"lost";"-";"-";266
"2017-12-11 18:55:28";"Legend #4498";0.1;4;"lost";"-";"-";267
"2017-12-11 18:54:07";"Legend #4498";0.1;5;"lost";"-";"-";268
"2017-12-11 18:53:54";"Legend #3171";0.1;77;"won";"0.130 Eth";"$ 100.30";269
"2017-12-11 18:53:25";"Legend #4498";0.2;50;"won";"0.404 Eth";"$ 311.15";270
"2017-12-11 18:52:05";"Legend #4498";0.5;10;"lost";"-";"-";271
"2017-12-11 18:48:27";"Legend #5650";7.0;84;"won";"8.349 Eth";"$ 6,429.12";272
"2017-12-11 18:47:37";"Professional #5698";0.1;51;"won";"0.198 Eth";"$ 152.46";273
"2017-12-11 18:47:09";"Legend #4498";0.5;50;"unresolved";"-";"-";274
"2017-12-11 18:46:58";"Professional #5558";1.5;83;"won";"1.811 Eth";"$ 1,394.47";275
"2017-12-11 18:42:05";"Professional #5558";1.5;83;"won";"1.811 Eth";"$ 1,394.47";276
"2017-12-11 18:40:47";"Legend #4498";0.18;3;"lost";"-";"-";277
"2017-12-11 18:40:01";"Legend #5650";3.0;84;"lost";"-";"-";278
"2017-12-11 18:39:35";"Legend #4498";0.3;6;"lost";"-";"-";279
"2017-12-11 18:37:06";"Legend #4498";0.5;34;"lost";"-";"-";280
"2017-12-11 18:35:36";"Legend #4498";1.0;50;"won";"2.020 Eth";"$ 1,555.73";281
"2017-12-11 18:32:58";"Newbie #5818";1.345;89;"won";"1.513 Eth";"$ 1,165.12";282
"2017-12-11 18:31:15";"Legend #4180";1.0;53;"won";"1.904 Eth";"$ 1,465.98";283
"2017-12-11 18:24:20";"Legend #3171";0.1;76;"won";"0.132 Eth";"$ 101.64";284
"2017-12-11 18:21:16";"Legend #4498";0.41;51;"lost";"-";"-";285
"2017-12-11 18:19:35";"Legend #5650";0.5;84;"lost";"-";"-";286
"2017-12-11 18:19:35";"Legend #4498";0.2;5;"lost";"-";"-";287
"2017-12-11 18:12:29";"Legend #4498";0.17;8;"lost";"-";"-";288
"2017-12-11 18:10:15";"Legend #4498";0.3;49;"won";"0.619 Eth";"$ 476.44";289
"2017-12-11 18:06:43";"Legend #3171";0.3;76;"won";"0.396 Eth";"$ 304.92";290
"2017-12-11 18:04:08";"Legend #5650";0.3;89;"won";"0.338 Eth";"$ 259.88";291
"2017-12-11 18:04:08";"Legend #4498";0.1;3;"lost";"-";"-";292
"2017-12-11 18:02:49";"Legend #4498";0.39;49;"lost";"-";"-";293
"2017-12-11 18:01:38";"Legend #4498";0.15;16;"lost";"-";"-";294
"2017-12-11 17:57:02";"One in a million #4664";1.0;56;"lost";"-";"-";295
"2017-12-11 17:54:43";"Legend #4498";0.2;15;"lost";"-";"-";296
"2017-12-11 17:54:19";"Professional #5698";0.1;51;"won";"0.198 Eth";"$ 152.46";297
"2017-12-11 17:52:54";"Legend #4498";0.16;26;"won";"0.634 Eth";"$ 487.88";298
"2017-12-11 17:51:09";"Legend #4498";0.1;6;"lost";"-";"-";299
"2017-12-11 17:47:59";"Legend #4180";1.0;52;"lost";"-";"-";300
"2017-12-11 17:47:24";"Legend #4498";0.31;51;"lost";"-";"-";301
"2017-12-11 17:46:23";"Legend #4498";0.11;11;"lost";"-";"-";302
